invoice_id,user_id,product_id,price,purchase_date
INV_000040,USR_01296,PROD_00316,76.11,2023-02-19
INV_000041,USR_01552,PROD_01719,178.6,2023-06-25
INV_000042,USR_01728,PROD_01306,57.65,2023-12-15
INV_000043,USR_00227,PROD_01651,42.98,2023-05-11
INV_000044,USR_01841,PROD_00735,59.73,2023-01-28
INV_000045,USR_01428,PROD_03131,72.66,2023-03-20
INV_000046,USR_01075,PROD_01859,303.52,2023-05-12
INV_000047,USR_00317,PROD_03732,54.64,2023-08-09
INV_000048,USR_00650,PROD_01979,39.1,2023-05-12
INV_000049,USR_00123,PROD_00705,53.52,2023-11-11
INV_000050,USR_01556,PROD_04772,82.77,2023-04-06
INV_000051,USR_00177,PROD_01358,10.15,2023-05-06
INV_000052,USR_00535,PROD_03601,27.72,2023-07-06
INV_000053,USR_00857,PROD_02375,26.82,2023-09-24
INV_000054,USR_01437,PROD_02819,47.87,2023-03-10
INV_000055,USR_01928,PROD_04918,37.78,2023-01-19
INV_000056,USR_01372,PROD_01089,174.99,2023-04-12
INV_000057,USR_00113,PROD_03924,227.67,2023-04-20
INV_000058,USR_00875,PROD_02323,23.32,2023-04-14
INV_000059,USR_00884,PROD_00785,97.44,2023-06-01
INV_000060,USR_01993,PROD_02961,758.51,2023-03-02
INV_000061,USR_01614,PROD_03714,52.59,2023-08-19
INV_000062,USR_01674,PROD_04575,115.17,2023-10-17
INV_000063,USR_00046,PROD_04487,126.9,2023-08-07
INV_000064,USR_00915,PROD_03915,60.25,2023-05-28
INV_000065,USR_00283,PROD_03005,370.91,2023-10-22
INV_000066,USR_01749,PROD_01377,48.79,2023-09-15
INV_000067,USR_01077,PROD_03853,94.57,2023-12-17
INV_000068,USR_00318,PROD_04816,24.79,2023-08-10
INV_000069,USR_00761,PROD_04102,282.61,2023-03-24
INV_000070,USR_00942,PROD_04055,40.78,2023-07-05
INV_000071,USR_01383,PROD_00368,39.41,2023-08-07
INV_000072,USR_00678,PROD_02433,46.17,2023-11-12
INV_000073,USR_00539,PROD_02667,170.26,2023-03-28
INV_000074,USR_01122,PROD_03675,109.25,2023-11-26
INV_000075,USR_01765,PROD_02757,20.8,2023-03-27
INV_000076,USR_00884,PROD_00502,75.41,2023-09-18
INV_000077,USR_01545,PROD_01993,150.04,2023-01-18
INV_000078,USR_00181,PROD_00521,124.43,2023-07-08
INV_000079,USR_00927,PROD_04330,60.6,2023-06-06
INV_000080,USR_01490,PROD_04842,87.3,2023-02-11
INV_000081,USR_00381,PROD_01156,27.15,2023-03-17
INV_000082,USR_01393,PROD_04149,44.49,2023-10-17
INV_000083,USR_00778,PROD_00158,1685.96,2023-02-10
INV_000084,USR_00532,PROD_04992,110.82,2023-11-11
INV_000085,USR_01097,PROD_02324,92.71,2023-05-05
INV_000086,USR_01933,PROD_02104,97.26,2023-09-05
INV_000087,USR_01221,PROD_01175,40.06,2023-12-23
INV_000088,USR_01070,PROD_03571,29.43,2023-03-20
INV_000089,USR_01164,PROD_01772,461.53,2023-08-06
INV_000090,USR_00159,PROD_02517,102.73,2023-01-05
INV_000091,USR_00839,PROD_04476,57.34,2023-02-19
INV_000092,USR_00907,PROD_03755,39.64,2023-04-27
INV_000093,USR_00649,PROD_04399,46.51,2023-12-05
INV_000094,USR_00987,PROD_03742,38.88,2023-11-23
INV_000095,USR_00860,PROD_03438,69.66,2023-05-02
INV_000096,USR_00790,PROD_04815,89.48,2023-11-22
INV_000097,USR_00122,PROD_01873,181.47,2023-08-10
INV_000098,USR_00602,PROD_04311,31.42,2023-05-01
INV_000099,USR_01167,PROD_01194,32.52,2023-01-06
INV_000100,USR_01099,PROD_03551,300.97,2023-10-11
INV_000101,USR_00465,PROD_00095,176.74,2023-01-17
INV_000102,USR_00275,PROD_01573,112.79,2023-08-27
INV_000103,USR_00266,PROD_03664,54.05,2023-02-13
INV_000104,USR_00665,PROD_03205,48.59,2023-11-20
INV_000105,USR_01894,PROD_02303,51.85,2023-02-17
INV_000106,USR_01868,PROD_01652,320.98,2023-09-13
INV_000107,USR_00389,PROD_02773,27.85,2023-01-01
INV_000108,USR_00899,PROD_04045,105.9,2023-02-16
INV_000109,USR_00610,PROD_02842,198.3,2023-06-26
INV_000110,USR_00252,PROD_01726,60.56,2023-01-11
INV_000111,USR_00795,PROD_04959,97.7,2023-12-27
INV_000112,USR_01993,PROD_03281,413.04,2023-04-06
INV_000113,USR_01788,PROD_01064,105.93,2023-10-20
INV_000114,USR_00950,PROD_02682,26.75,2023-05-22
INV_000115,USR_01400,PROD_00751,110.18,2023-09-22
INV_000116,USR_00321,PROD_01960,63.79,2023-11-02
INV_000117,USR_00113,PROD_00001,24.87,2023-07-27
INV_000118,USR_01059,PROD_03079,31.78,2023-01-01
INV_000119,USR_01475,PROD_03601,27.72,2023-03-10
INV_000120,USR_00433,PROD_00617,34.55,2023-09-22
INV_000121,USR_01574,PROD_02917,49.12,2023-01-05
INV_000122,USR_01778,PROD_02926,33.84,2023-10-24
INV_000123,USR_00062,PROD_03757,102.83,2023-07-09
INV_000124,USR_00651,PROD_01296,86.38,2023-02-02
INV_000125,USR_00368,PROD_00471,78.67,2023-12-20
INV_000126,USR_01318,PROD_04974,50.15,2023-01-24
INV_000127,USR_01482,PROD_04743,75.11,2023-11-26
INV_000128,USR_01611,PROD_02594,109.46,2023-09-15
INV_000129,USR_00788,PROD_03236,124.32,2023-12-05
INV_000130,USR_00272,PROD_00473,34.41,2023-02-01
INV_000131,USR_00081,PROD_00536,57.98,2023-09-05
INV_000132,USR_00979,PROD_00961,232.44,2023-06-13
INV_000133,USR_00888,PROD_01788,57.37,2023-08-10
INV_000134,USR_00851,PROD_03909,289.07,2023-11-14
INV_000135,USR_01944,PROD_04265,63.79,2023-10-11
INV_000136,USR_00707,PROD_03967,26.87,2023-09-28
INV_000137,USR_00919,PROD_02856,74.7,2023-12-05
INV_000138,USR_01888,PROD_01674,186.55,2023-08-21
INV_000139,USR_00479,PROD_02853,116.97,2023-11-10
INV_000140,USR_00523,PROD_03426,68.36,2023-07-18
INV_000141,USR_01494,PROD_02699,137.32,2023-11-02
INV_000142,USR_00282,PROD_04628,30.45,2023-10-13
INV_000143,USR_00761,PROD_03758,109.95,2023-09-13
INV_000144,USR_01768,PROD_00709,69.86,2023-03-28
INV_000145,USR_01939,PROD_00979,81.84,2023-09-04
INV_000146,USR_00083,PROD_00791,73.69,2023-12-17
INV_000147,USR_00900,PROD_04152,169.74,2023-10-04
INV_000148,USR_01735,PROD_00968,43.0,2023-01-24
INV_000149,USR_01543,PROD_00521,124.43,2023-02-28
INV_000150,USR_01974,PROD_01882,886.27,2023-11-05
INV_000151,USR_00846,PROD_04544,86.83,2023-03-28
INV_000152,USR_01103,PROD_04095,555.85,2023-11-09
INV_000153,USR_00521,PROD_04321,93.21,2023-04-11
INV_000154,USR_01363,PROD_04196,70.72,2023-07-12
INV_000155,USR_00222,PROD_01749,36.16,2023-05-15
INV_000156,USR_00427,PROD_03136,24.0,2023-02-06
INV_000157,USR_00293,PROD_00220,60.75,2023-11-25
INV_000158,USR_01738,PROD_04677,90.22,2023-01-28
INV_000159,USR_00694,PROD_01787,25.34,2023-03-24
INV_000160,USR_00293,PROD_04274,66.49,2023-08-22
INV_000161,USR_01601,PROD_01650,36.09,2023-12-15
INV_000162,USR_00725,PROD_02230,53.56,2023-04-24
INV_000163,USR_00850,PROD_00255,61.9,2023-06-07
INV_000164,USR_01519,PROD_01063,124.81,2023-11-15
INV_000165,USR_00435,PROD_01234,150.07,2023-02-27
INV_000166,USR_00806,PROD_01994,30.08,2023-04-20
INV_000167,USR_00761,PROD_04238,155.55,2023-09-23
INV_000168,USR_01944,PROD_04528,155.13,2023-03-26
INV_000169,USR_01258,PROD_04889,74.32,2023-12-06
INV_000170,USR_00749,PROD_03615,76.0,2023-11-13
INV_000171,USR_01296,PROD_03245,84.96,2023-05-14
INV_000172,USR_01891,PROD_00109,106.22,2023-12-07
INV_000173,USR_01679,PROD_00717,16.86,2023-05-07
INV_000174,USR_00240,PROD_03674,233.1,2023-09-24
INV_000175,USR_00678,PROD_00126,139.69,2023-10-18
INV_000176,USR_01098,PROD_02325,75.58,2023-04-03
INV_000177,USR_01980,PROD_00535,102.03,2023-04-03
INV_000178,USR_01146,PROD_02334,52.82,2023-05-25
INV_000179,USR_01721,PROD_03490,55.87,2023-09-20
INV_000180,USR_01099,PROD_00905,70.84,2023-04-18
INV_000181,USR_00875,PROD_01847,116.61,2023-04-19
INV_000182,USR_01468,PROD_03730,56.01,2023-01-08
INV_000183,USR_01404,PROD_00516,89.34,2023-05-13
INV_000184,USR_00099,PROD_02220,57.96,2023-12-14
INV_000185,USR_01908,PROD_00027,191.02,2023-05-09
INV_000186,USR_00314,PROD_04133,38.91,2023-09-08
INV_000187,USR_00047,PROD_03713,47.41,2023-06-02
INV_000188,USR_01458,PROD_01362,591.76,2023-01-21
INV_000189,USR_00007,PROD_04872,94.71,2023-07-05
INV_000190,USR_00711,PROD_00328,49.52,2023-12-25
INV_000191,USR_01912,PROD_02385,25.21,2023-03-18
INV_000192,USR_01386,PROD_03037,39.67,2023-11-05
INV_000193,USR_00413,PROD_00322,48.75,2023-09-02
INV_000194,USR_00750,PROD_03076,34.73,2023-12-05
INV_000195,USR_01108,PROD_04335,42.65,2023-01-26
INV_000196,USR_00838,PROD_01121,42.35,2023-12-14
INV_000197,USR_00273,PROD_01336,35.61,2023-12-17
INV_000198,USR_01048,PROD_01861,102.73,2023-05-21
INV_000199,USR_00596,PROD_02810,110.78,2023-09-18
INV_000200,USR_00467,PROD_00964,150.14,2023-06-07
INV_000201,USR_00738,PROD_02813,51.17,2023-03-25
INV_000202,USR_01304,PROD_00513,153.07,2023-04-04
INV_000203,USR_00548,PROD_00769,942.01,2023-12-15
INV_000204,USR_01114,PROD_03258,1020.27,2023-04-27
INV_000205,USR_00349,PROD_04802,61.62,2023-11-06
INV_000206,USR_01955,PROD_01600,24.58,2023-03-24
INV_000207,USR_01739,PROD_03190,32.14,2023-02-14
INV_000208,USR_01124,PROD_00333,142.87,2023-11-12
INV_000209,USR_00000,PROD_00730,52.64,2023-08-02
INV_000210,USR_01163,PROD_01299,61.52,2023-03-05
INV_000211,USR_01889,PROD_03686,779.18,2023-05-13
INV_000212,USR_01023,PROD_03499,104.0,2023-11-10
INV_000213,USR_01354,PROD_03328,42.75,2023-10-25
INV_000214,USR_00463,PROD_02130,29.22,2023-10-15
INV_000215,USR_00013,PROD_03267,61.81,2023-08-01
INV_000216,USR_01235,PROD_04203,17.78,2023-03-23
INV_000217,USR_00730,PROD_04260,70.48,2023-10-27
INV_000218,USR_01048,PROD_01959,78.48,2023-11-19
INV_000219,USR_00349,PROD_01478,143.09,2023-02-26
INV_000220,USR_01882,PROD_00875,45.89,2023-09-22
INV_000221,USR_00459,PROD_01541,89.57,2023-11-26
INV_000222,USR_01653,PROD_03538,53.12,2023-04-06
INV_000223,USR_01529,PROD_04016,46.34,2023-01-23
INV_000224,USR_00080,PROD_03988,75.47,2023-10-11
INV_000225,USR_00647,PROD_02485,39.64,2023-03-18
INV_000226,USR_00509,PROD_01117,89.38,2023-02-20
INV_000227,USR_00248,PROD_04056,99.34,2023-01-05
INV_000228,USR_01496,PROD_03101,48.78,2023-04-11
INV_000229,USR_00303,PROD_04774,468.42,2023-11-16
INV_000230,USR_00997,PROD_02972,128.26,2023-04-10
INV_000231,USR_00605,PROD_01038,53.18,2023-12-23
INV_000232,USR_01071,PROD_04209,87.91,2023-07-14
INV_000233,USR_01992,PROD_04917,20.65,2023-12-06
INV_000234,USR_00170,PROD_01452,59.95,2023-06-28
INV_000235,USR_01084,PROD_02987,58.87,2023-06-22
INV_000236,USR_00200,PROD_00782,77.67,2023-09-10
INV_000237,USR_00825,PROD_03713,47.41,2023-05-11
INV_000238,USR_01068,PROD_03617,45.66,2023-05-07
INV_000239,USR_00763,PROD_02894,58.58,2023-07-12
INV_000240,USR_01146,PROD_01798,216.56,2023-05-15
INV_000241,USR_00870,PROD_01269,71.47,2023-07-21
INV_000242,USR_01947,PROD_04193,41.76,2023-09-02
INV_000243,USR_00818,PROD_00712,109.2,2023-02-14
INV_000244,USR_00942,PROD_04471,94.81,2023-12-19
INV_000245,USR_01326,PROD_01189,75.14,2023-09-10
INV_000246,USR_00265,PROD_03624,54.04,2023-07-05
INV_000247,USR_01247,PROD_01909,72.49,2023-07-19
INV_000248,USR_01276,PROD_02602,34.43,2023-06-27
INV_000249,USR_00799,PROD_02674,94.72,2023-07-16
INV_000250,USR_01817,PROD_04053,70.3,2023-10-12
INV_000251,USR_00407,PROD_01527,68.16,2023-06-18
INV_000252,USR_00685,PROD_01465,36.05,2023-10-06
INV_000253,USR_00960,PROD_04236,47.05,2023-06-06
INV_000254,USR_01765,PROD_01931,13.86,2023-09-20
INV_000255,USR_01850,PROD_02022,83.62,2023-11-03
INV_000256,USR_00663,PROD_01294,46.83,2023-02-18
INV_000257,USR_00863,PROD_01556,368.96,2023-01-01
INV_000258,USR_00125,PROD_00778,28.46,2023-03-22
INV_000259,USR_01737,PROD_04715,48.66,2023-06-24
INV_000260,USR_01414,PROD_04784,135.65,2023-04-01
INV_000261,USR_01856,PROD_04368,114.9,2023-11-03
INV_000262,USR_00636,PROD_00521,124.43,2023-02-16
INV_000263,USR_00367,PROD_04889,74.32,2023-08-07
INV_000264,USR_01865,PROD_04707,57.83,2023-09-05
INV_000265,USR_00518,PROD_00483,225.6,2023-01-27
INV_000266,USR_01803,PROD_04271,60.05,2023-08-25
INV_000267,USR_00908,PROD_01033,47.3,2023-08-01
INV_000268,USR_00930,PROD_00987,30.13,2023-08-01
INV_000269,USR_00948,PROD_01570,190.69,2023-07-06
INV_000270,USR_00331,PROD_00078,78.64,2023-01-27
INV_000271,USR_01393,PROD_01044,40.85,2023-05-17
INV_000272,USR_00922,PROD_01611,38.06,2023-12-04
INV_000273,USR_00027,PROD_00612,18.98,2023-07-11
INV_000274,USR_01841,PROD_04350,23.49,2023-12-18
INV_000275,USR_01548,PROD_04431,15.83,2023-06-16
INV_000276,USR_00034,PROD_00113,85.07,2023-07-24
INV_000277,USR_00920,PROD_01962,255.62,2023-12-26
INV_000278,USR_01900,PROD_00833,47.9,2023-03-01
INV_000279,USR_00928,PROD_02082,69.59,2023-04-26
INV_000280,USR_01291,PROD_02091,24.97,2023-11-06
INV_000281,USR_00856,PROD_04397,120.66,2023-11-27
INV_000282,USR_00929,PROD_03170,44.23,2023-05-18
INV_000283,USR_00711,PROD_00993,61.49,2023-04-16
INV_000284,USR_00845,PROD_01747,252.54,2023-04-06
INV_000285,USR_01567,PROD_00345,123.21,2023-12-12
INV_000286,USR_01465,PROD_03810,41.1,2023-01-14
INV_000287,USR_00103,PROD_01238,283.76,2023-02-21
INV_000288,USR_00107,PROD_03531,24.56,2023-10-04
INV_000289,USR_00536,PROD_01252,46.98,2023-08-19
INV_000290,USR_01877,PROD_00207,30.58,2023-07-09
INV_000291,USR_01642,PROD_01762,43.36,2023-05-21
INV_000292,USR_00180,PROD_00640,52.24,2023-09-28
INV_000293,USR_01919,PROD_01410,33.74,2023-06-20
INV_000294,USR_00470,PROD_04099,156.99,2023-10-06
INV_000295,USR_00203,PROD_01401,39.76,2023-07-28
INV_000296,USR_01497,PROD_03462,15.68,2023-09-24
INV_000297,USR_00578,PROD_02483,38.18,2023-09-11
INV_000298,USR_00742,PROD_04270,119.9,2023-01-02
INV_000299,USR_00926,PROD_02030,92.82,2023-04-04
INV_000300,USR_01037,PROD_04260,70.48,2023-05-28
INV_000301,USR_01216,PROD_04398,37.91,2023-07-16
INV_000302,USR_00245,PROD_02455,131.27,2023-04-01
INV_000303,USR_00987,PROD_00646,22.99,2023-02-15
INV_000304,USR_01868,PROD_03186,166.87,2023-02-04
INV_000305,USR_01329,PROD_03395,52.69,2023-11-16
INV_000306,USR_00397,PROD_03661,65.74,2023-07-13
INV_000307,USR_01335,PROD_04109,73.2,2023-10-13
INV_000308,USR_01861,PROD_02090,40.96,2023-09-06
INV_000309,USR_00474,PROD_01098,88.8,2023-03-17
INV_000310,USR_00504,PROD_02882,622.1,2023-01-16
INV_000311,USR_01707,PROD_02010,70.56,2023-02-28
INV_000312,USR_01282,PROD_04943,181.11,2023-06-02
INV_000313,USR_00540,PROD_02294,108.37,2023-10-27
INV_000314,USR_01418,PROD_03826,6.13,2023-08-19
INV_000315,USR_01695,PROD_02889,26.61,2023-06-17
INV_000316,USR_00695,PROD_02902,230.28,2023-01-07
INV_000317,USR_01743,PROD_04010,76.98,2023-05-18
INV_000318,USR_01920,PROD_02657,93.92,2023-06-02
INV_000319,USR_01852,PROD_02405,251.12,2023-12-24
INV_000320,USR_00775,PROD_04661,53.05,2023-05-20
INV_000321,USR_01069,PROD_01141,576.22,2023-05-26
INV_000322,USR_00478,PROD_00915,106.76,2023-06-25
INV_000323,USR_00440,PROD_03856,107.34,2023-09-05
INV_000324,USR_00154,PROD_01815,47.39,2023-09-18
INV_000325,USR_01801,PROD_02851,39.02,2023-10-18
INV_000326,USR_01660,PROD_01618,66.75,2023-02-23
INV_000327,USR_00647,PROD_01329,113.72,2023-09-11
INV_000328,USR_01375,PROD_00880,76.49,2023-02-19
INV_000329,USR_01617,PROD_02143,278.91,2023-01-08
INV_000330,USR_00782,PROD_01072,242.52,2023-05-11
INV_000331,USR_01244,PROD_01078,39.15,2023-03-16
INV_000332,USR_00843,PROD_04618,67.04,2023-07-24
INV_000333,USR_01097,PROD_04914,33.93,2023-05-17
INV_000334,USR_01208,PROD_00087,277.04,2023-03-04
INV_000335,USR_01088,PROD_02238,54.96,2023-06-22
INV_000336,USR_00664,PROD_02427,45.21,2023-05-03
INV_000337,USR_01877,PROD_02999,59.95,2023-12-15
INV_000338,USR_01158,PROD_04106,25.83,2023-10-14
INV_000339,USR_00418,PROD_00880,76.49,2023-04-06
INV_000340,USR_00307,PROD_04676,39.44,2023-10-07
INV_000341,USR_01806,PROD_03220,51.52,2023-05-18
INV_000342,USR_01536,PROD_03978,85.05,2023-10-13
INV_000343,USR_00439,PROD_02046,40.98,2023-03-22
INV_000344,USR_00297,PROD_02856,74.7,2023-09-20
INV_000345,USR_00123,PROD_03482,44.82,2023-12-24
INV_000346,USR_01485,PROD_01405,21.28,2023-02-10
INV_000347,USR_00881,PROD_04773,64.96,2023-02-17
INV_000348,USR_00569,PROD_02527,244.95,2023-02-18
INV_000349,USR_00468,PROD_02826,52.74,2023-03-16
INV_000350,USR_01319,PROD_03697,142.99,2023-10-03
INV_000351,USR_01091,PROD_02052,53.0,2023-06-04
INV_000352,USR_00761,PROD_00986,44.64,2023-07-28
INV_000353,USR_01207,PROD_00286,210.34,2023-04-25
INV_000354,USR_01893,PROD_00848,158.51,2023-05-15
INV_000355,USR_00886,PROD_04041,49.5,2023-02-12
INV_000356,USR_00874,PROD_02566,149.84,2023-07-19
INV_000357,USR_00152,PROD_04582,33.62,2023-12-28
INV_000358,USR_01705,PROD_04506,374.11,2023-05-23
INV_000359,USR_00486,PROD_04595,10.21,2023-08-28
INV_000360,USR_01697,PROD_04764,50.78,2023-08-13
INV_000361,USR_00045,PROD_02852,198.21,2023-07-03
INV_000362,USR_01357,PROD_02783,68.61,2023-07-25
INV_000363,USR_01238,PROD_01512,29.04,2023-07-18
INV_000364,USR_00660,PROD_00697,94.06,2023-02-07
INV_000365,USR_00824,PROD_02339,42.14,2023-03-22
INV_000366,USR_01303,PROD_02583,28.52,2023-08-21
INV_000367,USR_01724,PROD_02538,134.09,2023-12-06
INV_000368,USR_00283,PROD_03829,22.54,2023-05-03
INV_000369,USR_01911,PROD_02115,90.78,2023-02-11
INV_000370,USR_01874,PROD_00513,153.07,2023-02-03
INV_000371,USR_01692,PROD_04861,47.18,2023-01-10
INV_000372,USR_00133,PROD_03090,19.93,2023-12-20
INV_000373,USR_00828,PROD_02031,446.25,2023-08-02
INV_000374,USR_01358,PROD_03990,40.0,2023-03-01
INV_000375,USR_00069,PROD_00433,58.84,2023-03-22
INV_000376,USR_01410,PROD_03707,20.99,2023-05-03
INV_000377,USR_01979,PROD_02854,24.83,2023-07-28
INV_000378,USR_01920,PROD_00149,103.17,2023-03-07
INV_000379,USR_01104,PROD_00539,36.77,2023-10-18
INV_000380,USR_01821,PROD_00474,77.8,2023-09-13
INV_000381,USR_00664,PROD_02618,62.19,2023-02-07
INV_000382,USR_01350,PROD_02156,28.75,2023-01-21
INV_000383,USR_00755,PROD_04373,261.72,2023-11-27
INV_000384,USR_01044,PROD_00249,64.36,2023-02-23
INV_000385,USR_01673,PROD_03694,30.43,2023-12-08
INV_000386,USR_01828,PROD_01724,113.06,2023-03-08
INV_000387,USR_00740,PROD_01905,76.93,2023-10-09
INV_000388,USR_00444,PROD_00416,85.08,2023-03-14
INV_000389,USR_01165,PROD_00803,471.67,2023-07-20
INV_000390,USR_01130,PROD_01569,110.39,2023-02-10
INV_000391,USR_01184,PROD_00781,54.84,2023-09-28
INV_000392,USR_00625,PROD_00422,51.41,2023-08-19
INV_000393,USR_01923,PROD_02885,78.79,2023-08-26
INV_000394,USR_01377,PROD_03648,414.73,2023-07-17
INV_000395,USR_01123,PROD_00420,43.85,2023-02-26
INV_000396,USR_00428,PROD_02362,17.61,2023-11-26
INV_000397,USR_01418,PROD_02486,71.28,2023-04-27
INV_000398,USR_01600,PROD_03148,204.96,2023-10-04
INV_000399,USR_00890,PROD_00811,100.57,2023-06-13
INV_000400,USR_01421,PROD_04043,204.99,2023-05-20
INV_000401,USR_00161,PROD_03262,2000.0,2023-10-27
INV_000402,USR_01013,PROD_04389,30.21,2023-06-04
INV_000403,USR_01207,PROD_03520,30.48,2023-10-08
INV_000404,USR_01639,PROD_03476,68.59,2023-09-12
INV_000405,USR_00600,PROD_02083,41.57,2023-02-17
INV_000406,USR_01943,PROD_02759,119.2,2023-11-07
INV_000407,USR_00959,PROD_02252,100.1,2023-11-19
INV_000408,USR_01522,PROD_02185,301.52,2023-08-28
INV_000409,USR_00042,PROD_00624,157.51,2023-01-11
INV_000410,USR_01152,PROD_01298,93.83,2023-01-24
INV_000411,USR_01111,PROD_03992,19.94,2023-04-24
INV_000412,USR_01382,PROD_00851,100.81,2023-01-28
INV_000413,USR_01130,PROD_00482,40.03,2023-08-08
INV_000414,USR_01067,PROD_00918,10.2,2023-01-20
INV_000415,USR_00077,PROD_02365,18.74,2023-07-04
INV_000416,USR_01235,PROD_02047,216.71,2023-11-07
INV_000417,USR_01536,PROD_02372,38.37,2023-06-23
INV_000418,USR_01478,PROD_01131,34.64,2023-07-18
INV_000419,USR_00629,PROD_02959,21.49,2023-09-07
INV_000420,USR_00118,PROD_01773,20.45,2023-02-13
INV_000421,USR_01661,PROD_01670,133.26,2023-09-19
INV_000422,USR_01087,PROD_03947,59.17,2023-02-17
INV_000423,USR_00281,PROD_02600,165.18,2023-10-14
INV_000424,USR_01378,PROD_03381,15.48,2023-06-08
INV_000425,USR_01484,PROD_03655,111.83,2023-08-07
INV_000426,USR_00388,PROD_01331,100.73,2023-01-13
INV_000427,USR_00373,PROD_03623,126.51,2023-11-20
INV_000428,USR_01887,PROD_02182,31.68,2023-03-21
INV_000429,USR_00550,PROD_04651,16.24,2023-11-25
INV_000430,USR_00808,PROD_03366,357.98,2023-04-22
INV_000431,USR_00156,PROD_00200,74.37,2023-05-24
INV_000432,USR_01346,PROD_04440,112.07,2023-01-18
INV_000433,USR_00620,PROD_01777,24.76,2023-09-07
INV_000434,USR_00878,PROD_01132,139.65,2023-02-11
INV_000435,USR_00954,PROD_00131,53.9,2023-06-18
INV_000436,USR_01400,PROD_03266,22.01,2023-02-12
INV_000437,USR_01891,PROD_02893,1595.47,2023-05-04
INV_000438,USR_01835,PROD_01885,162.08,2023-03-19
INV_000439,USR_01707,PROD_00910,74.21,2023-03-19
INV_000440,USR_00853,PROD_04270,119.9,2023-04-23
INV_000441,USR_00518,PROD_00896,65.0,2023-09-07
INV_000442,USR_00533,PROD_00824,72.72,2023-09-26
INV_000443,USR_01818,PROD_01061,291.7,2023-08-23
INV_000444,USR_01919,PROD_01611,38.06,2023-01-15
INV_000445,USR_01615,PROD_03327,90.99,2023-02-09
INV_000446,USR_01011,PROD_02863,84.93,2023-03-02
INV_000447,USR_00807,PROD_02845,44.65,2023-07-09
INV_000448,USR_00671,PROD_00304,45.76,2023-09-05
INV_000449,USR_00036,PROD_04396,76.03,2023-08-08
INV_000450,USR_01264,PROD_04270,119.9,2023-04-22
INV_000451,USR_00984,PROD_02406,160.69,2023-10-01
INV_000452,USR_01017,PROD_01241,17.98,2023-11-15
INV_000453,USR_00254,PROD_03167,264.61,2023-12-23
INV_000454,USR_00130,PROD_00626,27.73,2023-04-24
INV_000455,USR_00333,PROD_01634,71.37,2023-08-10
INV_000456,USR_00840,PROD_01595,43.36,2023-08-15
INV_000457,USR_00663,PROD_04904,313.13,2023-04-12
INV_000458,USR_00434,PROD_04877,40.82,2023-10-01
INV_000459,USR_01187,PROD_00994,29.38,2023-10-16
INV_000460,USR_01553,PROD_02875,50.23,2023-12-21
INV_000461,USR_01522,PROD_00659,63.52,2023-10-05
INV_000462,USR_00026,PROD_00987,30.13,2023-05-08
INV_000463,USR_01222,PROD_02130,29.22,2023-06-22
INV_000464,USR_01617,PROD_03214,69.63,2023-01-07
