product_id,category,price,rating,popularity,discount_pct,created_at
PROD_00107,Books,11.21,2.63,25,24.8,2022-01-05 11:00:00
PROD_00108,Beauty,99.42,4.57,570,25.4,2022-01-05 12:00:00
PROD_00109,Toys,106.22,3.83,2935,12.2,2022-01-05 13:00:00
PROD_00110,Automotive,77.08,4.53,2393,10.1,2022-01-05 14:00:00
PROD_00111,Toys,29.06,3.49,919,7.6,2022-01-05 15:00:00
PROD_00112,Automotive,36.28,3.61,1423,2.0,2022-01-05 16:00:00
PROD_00113,Beauty,85.07,4.37,128,1.3,2022-01-05 17:00:00
PROD_00114,Toys,64.18,4.39,4072,6.6,2022-01-05 18:00:00
PROD_00115,Books,60.9,4.44,3123,1.7,2022-01-05 19:00:00
PROD_00116,Electronics,218.86,3.56,3070,8.6,2022-01-05 20:00:00
PROD_00117,Beauty,100.76,,1501,10.4,2022-01-05 21:00:00
PROD_00118,Automotive,141.79,4.69,2106,7.5,2022-01-05 22:00:00
PROD_00119,Sports,68.34,3.72,2264,0.4,2022-01-05 23:00:00
PROD_00120,Automotive,41.03,3.39,523,,2022-01-06 00:00:00
PROD_00121,Sports,62.43,,1243,1.2,2022-01-06 01:00:00
PROD_00122,Clothing,41.08,3.28,4142,1.7,2022-01-06 02:00:00
PROD_00123,Toys,172.52,4.3,1489,45.9,2022-01-06 03:00:00
PROD_00124,Sports,104.94,3.75,3359,4.2,2022-01-06 04:00:00
PROD_00125,Automotive,88.6,2.33,1550,3.5,2022-01-06 05:00:00
PROD_00126,Clothing,139.69,4.7,139,0.5,2022-01-06 06:00:00
PROD_00127,Electronics,782.09,1.59,3726,10.1,2022-01-06 07:00:00
PROD_00128,Books,22.85,2.21,3753,10.6,2022-01-06 08:00:00
PROD_00129,Books,55.16,4.22,1781,1.9,2022-01-06 09:00:00
PROD_00130,Books,8.09,4.22,4464,25.2,2022-01-06 10:00:00
PROD_00131,Sports,53.9,3.29,3085,16.1,2022-01-06 11:00:00
PROD_00132,Electronics,561.88,3.92,515,2.6,2022-01-06 12:00:00
PROD_00133,Sports,74.05,1.77,4923,6.7,2022-01-06 13:00:00
PROD_00134,Toys,149.99,4.37,4899,6.1,2022-01-06 14:00:00
PROD_00135,Sports,45.83,4.0,848,4.3,2022-01-06 15:00:00
PROD_00136,Electronics,70.6,3.76,3881,17.0,2022-01-06 16:00:00
PROD_00137,Electronics,470.74,3.82,4728,1.2,2022-01-06 17:00:00
PROD_00138,Toys,27.38,4.19,2686,5.4,2022-01-06 18:00:00
PROD_00139,Electronics,118.91,3.78,106,5.6,2022-01-06 19:00:00
PROD_00140,Automotive,59.16,2.3,1973,6.3,2022-01-06 20:00:00
PROD_00141,Electronics,602.05,5.0,2876,19.8,2022-01-06 21:00:00
PROD_00142,Books,39.5,4.76,4036,2.5,2022-01-06 22:00:00
PROD_00143,Automotive,34.11,2.77,608,1.1,2022-01-06 23:00:00
PROD_00144,Automotive,59.49,3.52,2991,9.6,2022-01-07 00:00:00
PROD_00145,Toys,234.18,3.61,3973,1.9,2022-01-07 01:00:00
PROD_00146,Home & Kitchen,69.02,4.66,438,0.8,2022-01-07 02:00:00
PROD_00147,Home & Kitchen,53.42,2.07,3791,5.6,2022-01-07 03:00:00
PROD_00148,Electronics,158.33,3.4,1334,2.5,2022-01-07 04:00:00
PROD_00149,Automotive,103.17,2.39,2600,4.5,2022-01-07 05:00:00
PROD_00150,Home & Kitchen,49.67,3.57,2424,3.0,2022-01-07 06:00:00
PROD_00151,Home & Kitchen,87.62,3.42,1777,1.0,2022-01-07 07:00:00
PROD_00152,Electronics,442.6,3.86,1526,8.2,2022-01-07 08:00:00
PROD_00153,Home & Kitchen,100.34,3.32,1349,0.3,2022-01-07 09:00:00
PROD_00154,Sports,71.48,3.2,4104,33.9,2022-01-07 10:00:00
PROD_00155,Clothing,86.51,4.3,4669,4.2,2022-01-07 11:00:00
PROD_00156,Toys,42.09,4.16,3413,11.9,2022-01-07 12:00:00
PROD_00157,Clothing,40.73,4.24,2556,16.6,2022-01-07 13:00:00
PROD_00158,Electronics,1685.96,3.66,986,3.3,2022-01-07 14:00:00
PROD_00159,Books,17.38,3.34,1624,13.8,2022-01-07 15:00:00
PROD_00160,Toys,76.65,3.7,1594,17.9,2022-01-07 16:00:00
PROD_00161,Electronics,198.28,4.2,4071,2.8,2022-01-07 17:00:00
PROD_00162,Automotive,112.42,2.06,4661,48.9,2022-01-07 18:00:00
PROD_00163,Books,9.01,4.12,1280,0.2,2022-01-07 19:00:00
PROD_00164,Clothing,59.65,4.05,228,2.4,2022-01-07 20:00:00
PROD_00165,Electronics,596.73,3.85,543,15.1,2022-01-07 21:00:00
PROD_00166,Automotive,134.1,3.68,1505,2.2,2022-01-07 22:00:00
PROD_00167,Toys,47.84,1.75,1383,12.0,2022-01-07 23:00:00
PROD_00168,Toys,225.25,3.45,4149,,2022-01-08 00:00:00
PROD_00169,Beauty,77.98,5.0,3833,32.0,2022-01-08 01:00:00
PROD_00170,Automotive,36.31,3.81,3959,6.4,2022-01-08 02:00:00
PROD_00171,Sports,80.69,3.55,74,35.4,2022-01-08 03:00:00
PROD_00172,Home & Kitchen,51.76,3.81,4351,5.3,2022-01-08 04:00:00
PROD_00173,Books,37.74,4.08,3152,2.5,2022-01-08 05:00:00
PROD_00174,Automotive,62.98,4.33,1734,7.2,2022-01-08 06:00:00
PROD_00175,Beauty,67.51,3.62,2215,10.5,2022-01-08 07:00:00
PROD_00176,Home & Kitchen,38.84,4.14,2995,6.1,2022-01-08 08:00:00
PROD_00177,Home & Kitchen,119.18,5.0,3923,8.4,2022-01-08 09:00:00
PROD_00178,Electronics,279.17,4.61,1058,5.4,2022-01-08 10:00:00
PROD_00179,Home & Kitchen,35.13,5.0,3664,7.4,2022-01-08 11:00:00
PROD_00180,Sports,80.61,,2882,30.5,2022-01-08 12:00:00
PROD_00181,Toys,177.67,5.0,4265,6.9,2022-01-08 13:00:00
PROD_00182,Beauty,52.66,3.17,1014,2.9,2022-01-08 14:00:00
PROD_00183,Home & Kitchen,99.18,4.08,2132,14.2,2022-01-08 15:00:00
PROD_00184,Electronics,67.98,4.39,4584,4.1,2022-01-08 16:00:00
PROD_00185,Sports,106.57,3.39,3991,16.9,2022-01-08 17:00:00
PROD_00186,Clothing,53.91,3.87,4492,0.6,2022-01-08 18:00:00
PROD_00187,Toys,35.44,4.53,481,4.0,2022-01-08 19:00:00
PROD_00188,Toys,21.64,3.23,3415,1.0,2022-01-08 20:00:00
PROD_00189,Beauty,55.42,5.0,318,0.9,2022-01-08 21:00:00
PROD_00190,Toys,134.54,2.69,2944,10.7,2022-01-08 22:00:00
PROD_00191,Home & Kitchen,34.86,5.0,4806,4.9,2022-01-08 23:00:00
PROD_00192,Electronics,89.29,4.6,3057,20.5,2022-01-09 00:00:00
PROD_00193,Toys,38.08,3.73,1931,7.3,2022-01-09 01:00:00
PROD_00194,Toys,68.81,3.48,3009,3.5,2022-01-09 02:00:00
PROD_00195,Clothing,99.61,3.39,2027,12.8,2022-01-09 03:00:00
PROD_00196,Clothing,44.41,3.69,4891,9.8,2022-01-09 04:00:00
PROD_00197,Books,23.95,3.76,1488,16.1,2022-01-09 05:00:00
PROD_00198,Sports,50.83,4.8,2362,10.3,2022-01-09 06:00:00
PROD_00199,Home & Kitchen,99.44,,4207,1.8,2022-01-09 07:00:00
PROD_00200,Toys,74.37,3.96,4880,11.1,2022-01-09 08:00:00
PROD_00201,Automotive,66.8,3.12,3469,5.0,2022-01-09 09:00:00
PROD_00202,Toys,172.53,3.36,3764,6.2,2022-01-09 10:00:00
PROD_00203,Electronics,108.63,3.65,1241,25.5,2022-01-09 11:00:00
PROD_00204,Books,58.47,2.98,3130,4.5,2022-01-09 12:00:00
PROD_00205,Sports,61.41,2.86,581,9.5,2022-01-09 13:00:00
PROD_00206,Automotive,61.77,5.0,3599,4.5,2022-01-09 14:00:00
PROD_00207,Books,30.58,4.04,157,1.0,2022-01-09 15:00:00
PROD_00208,Beauty,329.63,3.13,3453,6.0,2022-01-09 16:00:00
PROD_00209,Sports,80.78,4.45,606,9.1,2022-01-09 17:00:00
PROD_00210,Toys,23.13,2.86,1080,5.2,2022-01-09 18:00:00
PROD_00211,Toys,47.34,2.92,3755,5.0,2022-01-09 19:00:00
PROD_00212,Sports,24.12,3.16,4260,17.2,2022-01-09 20:00:00
PROD_00213,Toys,53.34,5.0,4335,0.3,2022-01-09 21:00:00
PROD_00214,Home & Kitchen,23.58,3.6,3381,3.5,2022-01-09 22:00:00
PROD_00215,Sports,39.66,1.85,167,16.7,2022-01-09 23:00:00
PROD_00216,Books,23.78,4.77,932,25.3,2022-01-10 00:00:00
PROD_00217,Sports,81.44,3.55,3328,5.3,2022-01-10 01:00:00
PROD_00218,Automotive,64.62,2.32,2356,22.0,2022-01-10 02:00:00
PROD_00219,Toys,77.5,3.55,4060,2.2,2022-01-10 03:00:00
PROD_00220,Home & Kitchen,60.75,4.22,1256,2.5,2022-01-10 04:00:00
PROD_00221,Home & Kitchen,30.57,4.12,775,18.7,2022-01-10 05:00:00
PROD_00222,Beauty,88.22,5.0,3661,23.4,2022-01-10 06:00:00
PROD_00223,Books,40.3,3.12,2622,2.5,2022-01-10 07:00:00
PROD_00224,Clothing,82.71,3.84,4572,0.6,2022-01-10 08:00:00
PROD_00225,Clothing,50.52,3.24,3838,0.9,2022-01-10 09:00:00
PROD_00226,Sports,30.09,2.57,4591,3.0,2022-01-10 10:00:00
PROD_00227,Beauty,38.91,4.51,453,14.3,2022-01-10 11:00:00
PROD_00228,Electronics,68.14,4.17,914,7.1,2022-01-10 12:00:00
PROD_00229,Sports,125.72,4.03,2920,6.1,2022-01-10 13:00:00
PROD_00230,Beauty,75.54,4.14,3219,8.8,2022-01-10 14:00:00
PROD_00231,Books,44.87,3.25,1811,22.1,2022-01-10 15:00:00
PROD_00232,Books,41.21,3.0,935,0.9,2022-01-10 16:00:00
PROD_00233,Books,34.47,3.83,3731,11.9,2022-01-10 17:00:00
PROD_00234,Books,36.75,4.73,4397,26.1,2022-01-10 18:00:00
PROD_00235,Books,28.43,5.0,761,2.4,2022-01-10 19:00:00
PROD_00236,Beauty,40.15,4.44,1244,18.2,2022-01-10 20:00:00
PROD_00237,Beauty,65.27,3.82,2932,12.0,2022-01-10 21:00:00
PROD_00238,Home & Kitchen,78.83,4.02,672,0.1,2022-01-10 22:00:00
PROD_00239,Automotive,186.82,3.81,3205,2.6,2022-01-10 23:00:00
PROD_00240,Clothing,31.83,2.98,1594,9.3,2022-01-11 00:00:00
PROD_00241,Toys,86.48,3.82,929,7.0,2022-01-11 01:00:00
PROD_00242,Books,6.16,2.73,4229,7.5,2022-01-11 02:00:00
PROD_00243,Electronics,357.07,3.7,77,2.6,2022-01-11 03:00:00
PROD_00244,Toys,107.81,5.0,4580,11.2,2022-01-11 04:00:00
PROD_00245,Beauty,92.38,4.46,4463,3.1,2022-01-11 05:00:00
PROD_00246,Electronics,190.48,3.06,1776,4.9,2022-01-11 06:00:00
PROD_00247,Electronics,244.55,3.74,1963,4.6,2022-01-11 07:00:00
PROD_00248,Electronics,89.99,3.13,2578,11.1,2022-01-11 08:00:00
PROD_00249,Home & Kitchen,64.36,3.75,3718,0.9,2022-01-11 09:00:00
PROD_00250,Beauty,22.03,4.63,4938,2.3,2022-01-11 10:00:00
PROD_00251,Electronics,170.43,4.32,2681,2.2,2022-01-11 11:00:00
PROD_00252,Books,30.21,5.0,3409,1.1,2022-01-11 12:00:00
PROD_00253,Sports,50.31,4.75,1363,2.3,2022-01-11 13:00:00
PROD_00254,Electronics,172.54,3.96,452,9.3,2022-01-11 14:00:00
PROD_00255,Home & Kitchen,61.9,4.34,610,13.2,2022-01-11 15:00:00
PROD_00256,Toys,66.62,3.64,3176,10.8,2022-01-11 16:00:00
PROD_00257,Beauty,69.68,2.9,3952,6.4,2022-01-11 17:00:00
PROD_00258,Automotive,90.7,4.84,2819,0.5,2022-01-11 18:00:00
PROD_00259,Home & Kitchen,58.38,4.61,3398,31.9,2022-01-11 19:00:00
PROD_00260,Electronics,443.79,3.61,4592,1.8,2022-01-11 20:00:00
PROD_00261,Beauty,84.6,4.02,2796,11.0,2022-01-11 21:00:00
PROD_00262,Sports,45.7,4.79,2705,24.4,2022-01-11 22:00:00
PROD_00263,Electronics,704.19,4.48,3658,12.0,2022-01-11 23:00:00
PROD_00264,Home & Kitchen,31.1,2.63,2062,2.5,2022-01-12 00:00:00
PROD_00265,Clothing,61.19,3.99,641,3.8,2022-01-12 01:00:00
PROD_00266,Books,32.41,3.67,3452,0.3,2022-01-12 02:00:00
PROD_00267,Automotive,42.91,4.69,1764,9.5,2022-01-12 03:00:00
PROD_00268,Toys,77.81,4.62,3043,9.5,2022-01-12 04:00:00
PROD_00269,Home & Kitchen,89.87,4.85,1588,12.9,2022-01-12 05:00:00
PROD_00270,Beauty,39.89,2.91,35,0.1,2022-01-12 06:00:00
PROD_00271,Automotive,61.9,3.17,2219,17.0,2022-01-12 07:00:00
PROD_00272,Automotive,58.93,4.69,2912,13.4,2022-01-12 08:00:00
PROD_00273,Automotive,47.11,3.33,1139,1.5,2022-01-12 09:00:00
PROD_00274,Electronics,247.5,2.58,4114,4.3,2022-01-12 10:00:00
PROD_00275,Books,34.16,4.23,4155,10.2,2022-01-12 11:00:00
PROD_00276,Electronics,176.69,3.36,451,6.8,2022-01-12 12:00:00
PROD_00277,Beauty,51.47,5.0,3905,1.2,2022-01-12 13:00:00
PROD_00278,Electronics,266.32,4.04,4807,0.9,2022-01-12 14:00:00
PROD_00279,Clothing,68.67,3.93,4859,15.2,2022-01-12 15:00:00
PROD_00280,Books,17.19,3.5,1838,1.7,2022-01-12 16:00:00
PROD_00281,Books,20.35,5.0,1545,1.9,2022-01-12 17:00:00
PROD_00282,Beauty,172.97,4.09,4335,17.8,2022-01-12 18:00:00
PROD_00283,Toys,439.09,3.47,569,9.5,2022-01-12 19:00:00
PROD_00284,Clothing,75.06,3.16,1183,9.3,2022-01-12 20:00:00
PROD_00285,Home & Kitchen,44.32,3.74,1888,6.5,2022-01-12 21:00:00
PROD_00286,Electronics,210.34,3.02,2265,8.4,2022-01-12 22:00:00
PROD_00287,Sports,55.32,4.62,1094,9.2,2022-01-12 23:00:00
PROD_00288,Electronics,220.96,2.35,3924,34.4,2022-01-13 00:00:00
PROD_00289,Automotive,32.02,3.69,248,2.5,2022-01-13 01:00:00
PROD_00290,Electronics,76.64,4.29,2924,2.4,2022-01-13 02:00:00
PROD_00291,Home & Kitchen,109.41,4.07,2105,0.6,2022-01-13 03:00:00
PROD_00292,Electronics,89.84,3.23,1481,10.7,2022-01-13 04:00:00
PROD_00293,Clothing,43.24,4.33,2055,8.0,2022-01-13 05:00:00
PROD_00294,Clothing,106.67,3.09,4622,1.2,2022-01-13 06:00:00
PROD_00295,Books,39.73,3.78,3693,4.5,2022-01-13 07:00:00
PROD_00296,Beauty,32.41,4.32,214,2.0,2022-01-13 08:00:00
PROD_00297,Toys,99.94,4.17,3610,4.0,2022-01-13 09:00:00
PROD_00298,Sports,23.97,3.26,2147,30.2,2022-01-13 10:00:00
PROD_00299,Automotive,61.29,4.76,1223,,2022-01-13 11:00:00
PROD_00300,Electronics,657.62,3.87,3844,0.1,2022-01-13 12:00:00
PROD_00301,Electronics,103.87,4.39,3101,2.9,2022-01-13 13:00:00
PROD_00302,Home & Kitchen,29.01,5.0,1392,0.1,2022-01-13 14:00:00
PROD_00303,Beauty,70.48,4.69,3690,12.5,2022-01-13 15:00:00
PROD_00304,Clothing,45.76,4.7,1689,6.3,2022-01-13 16:00:00
PROD_00305,Sports,94.83,3.95,16,51.2,2022-01-13 17:00:00
PROD_00306,Books,32.74,4.44,1895,13.2,2022-01-13 18:00:00
PROD_00307,Clothing,41.79,,3508,7.3,2022-01-13 19:00:00
PROD_00308,Automotive,23.27,2.83,305,16.3,2022-01-13 20:00:00
PROD_00309,Beauty,71.5,4.04,273,12.2,2022-01-13 21:00:00
PROD_00310,Automotive,58.78,4.01,2147,2.8,2022-01-13 22:00:00
PROD_00311,Toys,33.76,4.27,4958,7.6,2022-01-13 23:00:00
PROD_00312,Books,51.55,3.7,3875,8.1,2022-01-14 00:00:00
PROD_00313,Toys,122.05,3.19,4506,6.0,2022-01-14 01:00:00
PROD_00314,Home & Kitchen,56.95,4.33,4462,2.0,2022-01-14 02:00:00
PROD_00315,Automotive,75.87,2.75,2556,2.5,2022-01-14 03:00:00
PROD_00316,Home & Kitchen,76.11,4.97,4939,3.3,2022-01-14 04:00:00
PROD_00317,Electronics,354.27,3.61,4540,0.1,2022-01-14 05:00:00
PROD_00318,Toys,240.35,4.0,128,24.9,2022-01-14 06:00:00
PROD_00319,Beauty,49.27,4.25,2405,11.6,2022-01-14 07:00:00
PROD_00320,Automotive,96.43,4.27,3377,11.7,2022-01-14 08:00:00
PROD_00321,Sports,103.55,2.67,1712,8.5,2022-01-14 09:00:00
PROD_00322,Books,48.75,4.46,539,11.7,2022-01-14 10:00:00
PROD_00323,Clothing,93.49,4.04,3684,40.1,2022-01-14 11:00:00
PROD_00324,Beauty,74.85,3.29,312,4.9,2022-01-14 12:00:00
PROD_00325,Beauty,30.24,3.2,4077,12.5,2022-01-14 13:00:00
PROD_00326,Home & Kitchen,53.27,3.53,4261,4.5,2022-01-14 14:00:00
PROD_00327,Toys,45.56,2.76,3978,19.3,2022-01-14 15:00:00
PROD_00328,Automotive,49.52,5.0,23,19.5,2022-01-14 16:00:00
PROD_00329,Automotive,31.92,4.99,2813,23.3,2022-01-14 17:00:00
PROD_00330,Electronics,261.98,4.16,898,0.1,2022-01-14 18:00:00
PROD_00331,Electronics,128.17,3.62,3538,3.5,2022-01-14 19:00:00
PROD_00332,Books,31.83,3.64,1206,1.4,2022-01-14 20:00:00
PROD_00333,Home & Kitchen,142.87,4.41,4550,6.1,2022-01-14 21:00:00
PROD_00334,Beauty,52.9,5.0,2179,6.8,2022-01-14 22:00:00
PROD_00335,Automotive,44.97,3.34,3578,3.0,2022-01-14 23:00:00
PROD_00336,Sports,41.66,2.91,2241,12.9,2022-01-15 00:00:00
PROD_00337,Home & Kitchen,95.7,5.0,1853,3.1,2022-01-15 01:00:00
PROD_00338,Books,20.08,2.37,3661,19.2,2022-01-15 02:00:00
PROD_00339,Books,22.28,2.99,3886,2.0,2022-01-15 03:00:00
PROD_00340,Home & Kitchen,145.18,3.6,2728,4.6,2022-01-15 04:00:00
PROD_00341,Books,35.08,2.55,58,9.7,2022-01-15 05:00:00
PROD_00342,Home & Kitchen,40.35,4.69,190,9.3,2022-01-15 06:00:00
PROD_00343,Clothing,43.9,4.49,3888,0.8,2022-01-15 07:00:00
PROD_00344,Home & Kitchen,98.01,3.34,1427,18.7,2022-01-15 08:00:00
PROD_00345,Toys,123.21,4.82,3474,9.1,2022-01-15 09:00:00
PROD_00346,Home & Kitchen,90.33,4.96,3429,20.4,2022-01-15 10:00:00
PROD_00347,Books,15.42,3.71,539,20.2,2022-01-15 11:00:00
PROD_00348,Automotive,181.49,3.44,4689,7.9,2022-01-15 12:00:00
PROD_00349,Toys,84.35,5.0,1296,24.2,2022-01-15 13:00:00
PROD_00350,Books,33.36,4.38,2200,18.9,2022-01-15 14:00:00
